city,date,count,accumulateCount
MIA,2020-02-02,0,0
TXG,2020-02-02,0,0
CHA,2020-02-02,0,0
NAN,2020-02-02,0,0
YUN,2020-02-02,0,0
CYQ,2020-02-02,0,0
CYI,2020-02-02,0,0
TNN,2020-02-02,0,0
KHH,2020-02-02,0,0
PIF,2020-02-02,0,0
ILA,2020-02-02,0,0
HUA,2020-02-02,0,0
TTT,2020-02-02,0,0
PEN,2020-02-02,0,0
KIN,2020-02-02,0,0
LIE,2020-02-02,0,0
TW,2020-02-02,0,0
KEE,2020-02-03,0,0
NWT,2020-02-03,0,0
TPE,2020-02-03,0,0
TAO,2020-02-03,0,0
HSZ,2020-02-03,0,0
HSQ,2020-02-03,0,0
MIA,2020-02-03,0,0
TXG,2020-02-03,0,0
CHA,2020-02-03,0,0
NAN,2020-02-03,0,0
YUN,2020-02-03,0,0
CYQ,2020-02-03,0,0
CYI,2020-02-03,0,0
TNN,2020-02-03,0,0
KHH,2020-02-03,0,0
PIF,2020-02-03,0,0
ILA,2020-02-03,0,0
HUA,2020-02-03,0,0
TTT,2020-02-03,0,0
PEN,2020-02-03,0,0
KIN,2020-02-03,0,0
LIE,2020-02-03,0,0
TW,2020-02-03,0,0
KEE,2020-02-04,0,0
NWT,2020-02-04,0,0
TPE,2020-02-04,0,0
TAO,2020-02-04,0,0
HSZ,2020-02-04,0,0
HSQ,2020-02-04,0,0
MIA,2020-02-04,0,0
TXG,2020-02-04,0,0
CHA,2020-02-04,0,0
NAN,2020-02-04,0,0
YUN,2020-02-04,0,0
CYQ,2020-02-04,0,0
CYI,2020-02-04,0,0
TNN,2020-02-04,0,0
KHH,2020-02-04,0,0
PIF,2020-02-04,0,0
ILA,2020-02-04,0,0
HUA,2020-02-04,0,0
TTT,2020-02-04,0,0
PEN,2020-02-04,0,0
KIN,2020-02-04,0,0
LIE,2020-02-04,0,0
TW,2020-02-04,0,0
KEE,2020-02-05,0,0
NWT,2020-02-05,0,0
TPE,2020-02-05,0,0
TAO,2020-02-05,0,0
HSZ,2020-02-05,0,0
HSQ,2020-02-05,0,0
MIA,2020-02-05,0,0
TXG,2020-02-05,0,0
CHA,2020-02-05,0,0
NAN,2020-02-05,0,0
YUN,2020-02-05,0,0
CYQ,2020-02-05,0,0
CYI,2020-02-05,0,0
TNN,2020-02-05,0,0
KHH,2020-02-05,0,0
PIF,2020-02-05,0,0
ILA,2020-02-05,0,0
HUA,2020-02-05,0,0
TTT,2020-02-05,0,0
PEN,2020-02-05,0,0
KIN,2020-02-05,0,0
LIE,2020-02-05,0,0
TW,2020-02-05,0,0
KEE,2020-02-06,0,0
NWT,2020-02-06,0,0
TPE,2020-02-06,0,0
TAO,2020-02-06,0,0
HSZ,2020-02-06,0,0
HSQ,2020-02-06,0,0
MIA,2020-02-06,0,0
TXG,2020-02-06,0,0
CHA,2020-02-06,0,0
NAN,2020-02-06,0,0
YUN,2020-02-06,0,0
CYQ,2020-02-06,0,0
CYI,2020-02-06,0,0
TNN,2020-02-06,0,0
KHH,2020-02-06,0,0
PIF,2020-02-06,0,0
ILA,2020-02-06,0,0
HUA,2020-02-06,0,0
TTT,2020-02-06,0,0
PEN,2020-02-06,0,0
KIN,2020-02-06,0,0
LIE,2020-02-06,0,0
TW,2020-02-06,0,0
KEE,2020-02-07,0,0
NWT,2020-02-07,0,0
TPE,2020-02-07,0,0
TAO,2020-02-07,0,0
HSZ,2020-02-07,0,0
HSQ,2020-02-07,0,0
MIA,2020-02-07,0,0
TXG,2020-02-07,0,0
CHA,2020-02-07,0,0
NAN,2020-02-07,0,0
YUN,2020-02-07,0,0
CYQ,2020-02-07,0,0
CYI,2020-02-07,0,0
TNN,2020-02-07,0,0
KHH,2020-02-07,0,0
PIF,2020-02-07,0,0
ILA,2020-02-07,0,0
HUA,2020-02-07,0,0
TTT,2020-02-07,0,0
PEN,2020-02-07,0,0
KIN,2020-02-07,0,0
LIE,2020-02-07,0,0
TW,2020-02-07,0,0
KEE,2020-02-08,0,0
NWT,2020-02-08,0,0
TPE,2020-02-08,0,0
TAO,2020-02-08,0,0
HSZ,2020-02-08,0,0
HSQ,2020-02-08,0,0
MIA,2020-02-08,0,0
TXG,2020-02-08,0,0
CHA,2020-02-08,0,0
NAN,2020-02-08,0,0
YUN,2020-02-08,0,0
CYQ,2020-02-08,0,0
CYI,2020-02-08,0,0
TNN,2020-02-08,0,0
KHH,2020-02-08,0,0
PIF,2020-02-08,0,0
ILA,2020-02-08,0,0
HUA,2020-02-08,0,0
TTT,2020-02-08,0,0
PEN,2020-02-08,0,0
KIN,2020-02-08,0,0
LIE,2020-02-08,0,0
TW,2020-02-08,0,0
KEE,2020-02-09,0,0
NWT,2020-02-09,0,0
TPE,2020-02-09,0,0
TAO,2020-02-09,0,0
HSZ,2020-02-09,0,0
HSQ,2020-02-09,0,0
MIA,2020-02-09,0,0
TXG,2020-02-09,0,0
CHA,2020-02-09,0,0
NAN,2020-02-09,0,0
YUN,2020-02-09,0,0
CYQ,2020-02-09,0,0
CYI,2020-02-09,0,0
TNN,2020-02-09,0,0
KHH,2020-02-09,0,0
PIF,2020-02-09,0,0
ILA,2020-02-09,0,0
HUA,2020-02-09,0,0
TTT,2020-02-09,0,0
PEN,2020-02-09,0,0
KIN,2020-02-09,0,0
LIE,2020-02-09,0,0
TW,2020-02-09,0,0
KEE,2020-02-10,0,0
NWT,2020-02-10,0,0
TPE,2020-02-10,0,0
TAO,2020-02-10,0,0
HSZ,2020-02-10,0,0
HSQ,2020-02-10,0,0
MIA,2020-02-10,0,0
TXG,2020-02-10,0,0
CHA,2020-02-10,0,0
NAN,2020-02-10,0,0
YUN,2020-02-10,0,0
CYQ,2020-02-10,0,0
CYI,2020-02-10,0,0
TNN,2020-02-10,0,0
KHH,2020-02-10,0,0
PIF,2020-02-10,0,0
ILA,2020-02-10,0,0
HUA,2020-02-10,0,0
TTT,2020-02-10,0,0
PEN,2020-02-10,0,0
KIN,2020-02-10,0,0
LIE,2020-02-10,0,0
TW,2020-02-10,0,0
KEE,2020-02-11,0,0
NWT,2020-02-11,0,0
TPE,2020-02-11,0,0
TAO,2020-02-11,0,0
HSZ,2020-02-11,0,0
HSQ,2020-02-11,0,0
MIA,2020-02-11,0,0
TXG,2020-02-11,0,0
CHA,2020-02-11,0,0
NAN,2020-02-11,0,0
YUN,2020-02-11,0,0
CYQ,2020-02-11,0,0
CYI,2020-02-11,0,0
TNN,2020-02-11,0,0
KHH,2020-02-11,0,0
PIF,2020-02-11,0,0
ILA,2020-02-11,0,0
HUA,2020-02-11,0,0
TTT,2020-02-11,0,0
PEN,2020-02-11,0,0
KIN,2020-02-11,0,0
LIE,2020-02-11,0,0
TW,2020-02-11,0,0
KEE,2020-02-12,0,0
NWT,2020-02-12,0,0
TPE,2020-02-12,0,0
TAO,2020-02-12,0,0
HSZ,2020-02-12,0,0
HSQ,2020-02-12,0,0
MIA,2020-02-12,0,0
TXG,2020-02-12,0,0
CHA,2020-02-12,0,0
NAN,2020-02-12,0,0
YUN,2020-02-12,0,0
CYQ,2020-02-12,0,0
CYI,2020-02-12,0,0
TNN,2020-02-12,0,0
KHH,2020-02-12,0,0
PIF,2020-02-12,0,0
ILA,2020-02-12,0,0
HUA,2020-02-12,0,0
TTT,2020-02-12,0,0
PEN,2020-02-12,0,0
KIN,2020-02-12,0,0
LIE,2020-02-12,0,0
TW,2020-02-12,0,0
KEE,2020-02-13,0,0
NWT,2020-02-13,0,0
TPE,2020-02-13,0,0
TAO,2020-02-13,0,0
HSZ,2020-02-13,0,0
HSQ,2020-02-13,0,0
MIA,2020-02-13,0,0
TXG,2020-02-13,0,0
CHA,2020-02-13,0,0
NAN,2020-02-13,0,0
YUN,2020-02-13,0,0
CYQ,2020-02-13,0,0
CYI,2020-02-13,0,0
TNN,2020-02-13,0,0
KHH,2020-02-13,0,0
PIF,2020-02-13,0,0
ILA,2020-02-13,0,0
HUA,2020-02-13,0,0
TTT,2020-02-13,0,0
PEN,2020-02-13,0,0
KIN,2020-02-13,0,0
LIE,2020-02-13,0,0
TW,2020-02-13,0,0
KEE,2020-02-14,0,0
NWT,2020-02-14,0,0
TPE,2020-02-14,0,0
TAO,2020-02-14,0,0
HSZ,2020-02-14,0,0
HSQ,2020-02-14,0,0
MIA,2020-02-14,0,0
TXG,2020-02-14,0,0
CHA,2020-02-14,0,0
NAN,2020-02-14,0,0
YUN,2020-02-14,0,0
CYQ,2020-02-14,0,0
CYI,2020-02-14,0,0
TNN,2020-02-14,0,0
KHH,2020-02-14,0,0
PIF,2020-02-14,0,0
ILA,2020-02-14,0,0
HUA,2020-02-14,0,0
TTT,2020-02-14,0,0
PEN,2020-02-14,0,0
KIN,2020-02-14,0,0
LIE,2020-02-14,0,0
TW,2020-02-14,0,0
KEE,2020-02-15,0,0
NWT,2020-02-15,0,0
TPE,2020-02-15,0,0
TAO,2020-02-15,0,0
HSZ,2020-02-15,0,0
HSQ,2020-02-15,0,0
MIA,2020-02-15,0,0
TXG,2020-02-15,0,0
CHA,2020-02-15,0,0
NAN,2020-02-15,0,0
YUN,2020-02-15,0,0
CYQ,2020-02-15,0,0
CYI,2020-02-15,0,0
TNN,2020-02-15,0,0
KHH,2020-02-15,0,0
PIF,2020-02-15,0,0
ILA,2020-02-15,0,0
HUA,2020-02-15,0,0
TTT,2020-02-15,0,0
PEN,2020-02-15,0,0
KIN,2020-02-15,0,0
LIE,2020-02-15,0,0
TW,2020-02-15,0,0
KEE,2020-02-16,0,0
NWT,2020-02-16,0,0
TPE,2020-02-16,0,0
TAO,2020-02-16,0,0
HSZ,2020-02-16,0,0
HSQ,2020-02-16,0,0
MIA,2020-02-16,0,0
TXG,2020-02-16,0,0
CHA,2020-02-16,2,3
NAN,2020-02-16,0,0
YUN,2020-02-16,0,0
CYQ,2020-02-16,0,0
CYI,2020-02-16,0,0
TNN,2020-02-16,0,0
KHH,2020-02-16,0,0
PIF,2020-02-16,0,0
ILA,2020-02-16,0,0
HUA,2020-02-16,0,0
TTT,2020-02-16,0,0
PEN,2020-02-16,0,0
KIN,2020-02-16,0,0
LIE,2020-02-16,0,0
TW,2020-02-16,2,3
KEE,2020-02-17,0,0
NWT,2020-02-17,0,0
TPE,2020-02-17,0,0
TAO,2020-02-17,0,0
HSZ,2020-02-17,0,0
HSQ,2020-02-17,0,0
MIA,2020-02-17,0,0
TXG,2020-02-17,0,0
CHA,2020-02-17,0,0
NAN,2020-02-17,0,0
YUN,2020-02-17,0,0
CYQ,2020-02-17,0,0
CYI,2020-02-17,0,0
TNN,2020-02-17,0,0
KHH,2020-02-17,0,0
PIF,2020-02-17,0,0
ILA,2020-02-17,0,0
HUA,2020-02-17,0,0
TTT,2020-02-17,0,0
PEN,2020-02-17,0,0
KIN,2020-02-17,0,0
LIE,2020-02-17,0,0
TW,2020-02-17,0,0
KEE,2020-02-18,0,0
NWT,2020-02-18,0,0
TPE,2020-02-18,0,0
TAO,2020-02-18,0,0
HSZ,2020-02-18,0,0
HSQ,2020-02-18,0,0
MIA,2020-02-18,0,0
TXG,2020-02-18,1,1
CHA,2020-02-18,1,4
NAN,2020-02-18,0,0
YUN,2020-02-18,0,0
CYQ,2020-02-18,0,0
CYI,2020-02-18,0,0
TNN,2020-02-18,0,0
KHH,2020-02-18,0,0
PIF,2020-02-18,0,0
ILA,2020-02-18,0,0
HUA,2020-02-18,0,0
TTT,2020-02-18,0,0
PEN,2020-02-18,0,0
KIN,2020-02-18,0,0
LIE,2020-02-18,0,0
TW,2020-02-18,2,5
KEE,2020-02-19,0,0
NWT,2020-02-19,0,0
TPE,2020-02-19,0,0
TAO,2020-02-19,0,0
HSZ,2020-02-19,0,0
HSQ,2020-02-19,0,0
MIA,2020-02-19,0,0
TXG,2020-02-19,1,2
CHA,2020-02-19,0,0
NAN,2020-02-19,0,0
YUN,2020-02-19,0,0
CYQ,2020-02-19,0,0
CYI,2020-02-19,0,0
TNN,2020-02-19,0,0
KHH,2020-02-19,0,0
PIF,2020-02-19,0,0
ILA,2020-02-19,0,0
HUA,2020-02-19,0,0
TTT,2020-02-19,0,0
PEN,2020-02-19,0,0
KIN,2020-02-19,0,0
LIE,2020-02-19,0,0
TW,2020-02-19,1,2
KEE,2020-02-20,0,0
NWT,2020-02-20,1,1
TPE,2020-02-20,0,0
TAO,2020-02-20,0,0
HSZ,2020-02-20,0,0
HSQ,2020-02-20,0,0
MIA,2020-02-20,0,0
TXG,2020-02-20,0,0
CHA,2020-02-20,0,0
NAN,2020-02-20,0,0
YUN,2020-02-20,0,0
CYQ,2020-02-20,0,0
CYI,2020-02-20,0,0
TNN,2020-02-20,0,0
KHH,2020-02-20,0,0
PIF,2020-02-20,0,0
ILA,2020-02-20,0,0
HUA,2020-02-20,0,0
TTT,2020-02-20,0,0
PEN,2020-02-20,0,0
KIN,2020-02-20,0,0
LIE,2020-02-20,0,0
TW,2020-02-20,1,1
KEE,2020-02-21,0,0
NWT,2020-02-21,2,3
TPE,2020-02-21,0,0
TAO,2020-02-21,0,0
HSZ,2020-02-21,0,0
HSQ,2020-02-21,0,0
MIA,2020-02-21,0,0
TXG,2020-02-21,0,0
CHA,2020-02-21,0,0
NAN,2020-02-21,0,0
YUN,2020-02-21,0,0
CYQ,2020-02-21,0,0
CYI,2020-02-21,0,0
TNN,2020-02-21,0,0
KHH,2020-02-21,0,0
PIF,2020-02-21,0,0
ILA,2020-02-21,0,0
HUA,2020-02-21,0,0
TTT,2020-02-21,0,0
PEN,2020-02-21,0,0
KIN,2020-02-21,0,0
LIE,2020-02-21,0,0
TW,2020-02-21,2,3
KEE,2020-02-22,0,0
NWT,2020-02-22,0,0
TPE,2020-02-22,0,0
TAO,2020-02-22,0,0
HSZ,2020-02-22,0,0
HSQ,2020-02-22,0,0
MIA,2020-02-22,0,0
TXG,2020-02-22,0,0
CHA,2020-02-22,0,0
NAN,2020-02-22,0,0
YUN,2020-02-22,0,0
CYQ,2020-02-22,0,0
CYI,2020-02-22,0,0
TNN,2020-02-22,0,0
KHH,2020-02-22,0,0
PIF,2020-02-22,0,0
ILA,2020-02-22,0,0
HUA,2020-02-22,0,0
TTT,2020-02-22,0,0
PEN,2020-02-22,0,0
KIN,2020-02-22,0,0
LIE,2020-02-22,0,0
TW,2020-02-22,0,0
KEE,2020-02-23,0,0
NWT,2020-02-23,2,5
TPE,2020-02-23,0,0
TAO,2020-02-23,0,0
HSZ,2020-02-23,0,0
HSQ,2020-02-23,0,0
MIA,2020-02-23,0,0
TXG,2020-02-23,0,0
CHA,2020-02-23,0,0
NAN,2020-02-23,0,0
YUN,2020-02-23,0,0
CYQ,2020-02-23,0,0
CYI,2020-02-23,0,0
TNN,2020-02-23,0,0
KHH,2020-02-23,0,0
PIF,2020-02-23,0,0
ILA,2020-02-23,0,0
HUA,2020-02-23,0,0
TTT,2020-02-23,0,0
PEN,2020-02-23,0,0
KIN,2020-02-23,0,0
LIE,2020-02-23,0,0
TW,2020-02-23,2,5
KEE,2020-02-24,0,0
NWT,2020-02-24,2,7
TPE,2020-02-24,0,0
TAO,2020-02-24,0,0
HSZ,2020-02-24,0,0
HSQ,2020-02-24,0,0
MIA,2020-02-24,0,0
TXG,2020-02-24,0,0
CHA,2020-02-24,0,0
NAN,2020-02-24,0,0
YUN,2020-02-24,0,0
CYQ,2020-02-24,0,0
CYI,2020-02-24,0,0
TNN,2020-02-24,0,0
KHH,2020-02-24,0,0
PIF,2020-02-24,0,0
ILA,2020-02-24,0,0
HUA,2020-02-24,0,0
TTT,2020-02-24,0,0
PEN,2020-02-24,0,0
KIN,2020-02-24,0,0
LIE,2020-02-24,0,0
TW,2020-02-24,2,7
KEE,2020-02-25,0,0
NWT,2020-02-25,1,8
TPE,2020-02-25,0,0
TAO,2020-02-25,0,0
HSZ,2020-02-25,0,0
HSQ,2020-02-25,0,0
MIA,2020-02-25,0,0
TXG,2020-02-25,0,0
CHA,2020-02-25,0,0
NAN,2020-02-25,0,0
YUN,2020-02-25,0,0
CYQ,2020-02-25,0,0
CYI,2020-02-25,0,0
TNN,2020-02-25,0,0
KHH,2020-02-25,0,0
PIF,2020-02-25,0,0
ILA,2020-02-25,0,0
HUA,2020-02-25,0,0
TTT,2020-02-25,0,0
PEN,2020-02-25,0,0
KIN,2020-02-25,0,0
LIE,2020-02-25,0,0
TW,2020-02-25,1,8
KEE,2020-02-26,0,0
NWT,2020-02-26,1,9
TPE,2020-02-26,0,0
TAO,2020-02-26,0,0
HSZ,2020-02-26,0,0
HSQ,2020-02-26,0,0
MIA,2020-02-26,0,0
TXG,2020-02-26,0,0
CHA,2020-02-26,0,0
NAN,2020-02-26,0,0
YUN,2020-02-26,0,0
CYQ,2020-02-26,0,0
CYI,2020-02-26,0,0
TNN,2020-02-26,0,0
KHH,2020-02-26,0,0
PIF,2020-02-26,0,0
ILA,2020-02-26,0,0
HUA,2020-02-26,0,0
TTT,2020-02-26,0,0
PEN,2020-02-26,0,0
KIN,2020-02-26,0,0
LIE,2020-02-26,0,0
TW,2020-02-26,1,9
KEE,2020-02-27,0,0
NWT,2020-02-27,0,0
TPE,2020-02-27,0,0
TAO,2020-02-27,0,0
HSZ,2020-02-27,0,0
HSQ,2020-02-27,0,0
MIA,2020-02-27,0,0
TXG,2020-02-27,0,0
CHA,2020-02-27,0,0
NAN,2020-02-27,0,0
YUN,2020-02-27,0,0
CYQ,2020-02-27,0,0
CYI,2020-02-27,0,0
TNN,2020-02-27,0,0
KHH,2020-02-27,0,0
PIF,2020-02-27,0,0
ILA,2020-02-27,0,0
HUA,2020-02-27,0,0
TTT,2020-02-27,0,0
PEN,2020-02-27,0,0
KIN,2020-02-27,0,0
LIE,2020-02-27,0,0
TW,2020-02-27,0,0
KEE,2020-02-28,0,0
NWT,2020-02-28,0,0
TPE,2020-02-28,0,0
TAO,2020-02-28,1,1
HSZ,2020-02-28,0,0
HSQ,2020-02-28,0,0
MIA,2020-02-28,0,0
TXG,2020-02-28,0,0
CHA,2020-02-28,0,0
NAN,2020-02-28,0,0
YUN,2020-02-28,0,0
CYQ,2020-02-28,0,0
CYI,2020-02-28,0,0
TNN,2020-02-28,0,0
KHH,2020-02-28,0,0
PIF,2020-02-28,0,0
ILA,2020-02-28,0,0
HUA,2020-02-28,0,0
TTT,2020-02-28,0,0
PEN,2020-02-28,0,0
KIN,2020-02-28,0,0
LIE,2020-02-28,0,0
TW,2020-02-28,1,1
KEE,2020-02-29,0,0
NWT,2020-02-29,0,0
TPE,2020-02-29,0,0
TAO,2020-02-29,4,5
HSZ,2020-02-29,0,0
HSQ,2020-02-29,0,0
MIA,2020-02-29,0,0
TXG,2020-02-29,0,0
CHA,2020-02-29,0,0
NAN,2020-02-29,0,0
YUN,2020-02-29,0,0
CYQ,2020-02-29,0,0
CYI,2020-02-29,0,0
TNN,2020-02-29,0,0
KHH,2020-02-29,0,0
PIF,2020-02-29,0,0
ILA,2020-02-29,0,0
HUA,2020-02-29,0,0
TTT,2020-02-29,0,0
PEN,2020-02-29,0,0
KIN,2020-02-29,0,0
LIE,2020-02-29,0,0
TW,2020-02-29,4,5
KEE,2020-03-01,0,0
NWT,2020-03-01,0,0
TPE,2020-03-01,0,0
TAO,2020-03-01,0,0
HSZ,2020-03-01,0,0
HSQ,2020-03-01,0,0
MIA,2020-03-01,0,0
TXG,2020-03-01,0,0
CHA,2020-03-01,0,0
NAN,2020-03-01,0,0
YUN,2020-03-01,0,0
CYQ,2020-03-01,0,0
CYI,2020-03-01,0,0
TNN,2020-03-01,0,0
KHH,2020-03-01,0,0
PIF,2020-03-01,0,0
ILA,2020-03-01,0,0
HUA,2020-03-01,0,0
TTT,2020-03-01,0,0
PEN,2020-03-01,0,0
KIN,2020-03-01,0,0
LIE,2020-03-01,0,0
TW,2020-03-01,0,0
KEE,2020-03-02,0,0
NWT,2020-03-02,0,0
TPE,2020-03-02,0,0
TAO,2020-03-02,1,6
HSZ,2020-03-02,0,0
HSQ,2020-03-02,0,0
MIA,2020-03-02,0,0
TXG,2020-03-02,0,0
CHA,2020-03-02,0,0
NAN,2020-03-02,0,0
YUN,2020-03-02,0,0
CYQ,2020-03-02,0,0
CYI,2020-03-02,0,0
TNN,2020-03-02,0,0
KHH,2020-03-02,0,0
PIF,2020-03-02,0,0
ILA,2020-03-02,0,0
HUA,2020-03-02,0,0
TTT,2020-03-02,0,0
PEN,2020-03-02,0,0
KIN,2020-03-02,0,0
LIE,2020-03-02,0,0
TW,2020-03-02,1,6
KEE,2020-03-03,0,0
NWT,2020-03-03,0,0
TPE,2020-03-03,0,0
TAO,2020-03-03,1,7
HSZ,2020-03-03,0,0
HSQ,2020-03-03,0,0
MIA,2020-03-03,0,0
TXG,2020-03-03,0,0
CHA,2020-03-03,0,0
NAN,2020-03-03,0,0
YUN,2020-03-03,0,0
CYQ,2020-03-03,0,0
CYI,2020-03-03,0,0
TNN,2020-03-03,0,0
KHH,2020-03-03,0,0
PIF,2020-03-03,0,0
ILA,2020-03-03,0,0
HUA,2020-03-03,0,0
TTT,2020-03-03,0,0
PEN,2020-03-03,0,0
KIN,2020-03-03,0,0
LIE,2020-03-03,0,0
TW,2020-03-03,1,7
KEE,2020-03-04,0,0
NWT,2020-03-04,0,0
TPE,2020-03-04,0,0
TAO,2020-03-04,0,0
HSZ,2020-03-04,0,0
HSQ,2020-03-04,0,0
MIA,2020-03-04,0,0
TXG,2020-03-04,0,0
CHA,2020-03-04,0,0
NAN,2020-03-04,0,0
YUN,2020-03-04,0,0
CYQ,2020-03-04,0,0
CYI,2020-03-04,0,0
TNN,2020-03-04,0,0
KHH,2020-03-04,0,0
PIF,2020-03-04,0,0
ILA,2020-03-04,0,0
HUA,2020-03-04,0,0
TTT,2020-03-04,0,0
PEN,2020-03-04,0,0
KIN,2020-03-04,0,0
LIE,2020-03-04,0,0
TW,2020-03-04,0,0
KEE,2020-03-05,0,0
NWT,2020-03-05,1,10
TPE,2020-03-05,0,0
TAO,2020-03-05,0,0
HSZ,2020-03-05,0,0
HSQ,2020-03-05,0,0
MIA,2020-03-05,0,0
TXG,2020-03-05,0,0
CHA,2020-03-05,0,0
NAN,2020-03-05,0,0
YUN,2020-03-05,0,0
CYQ,2020-03-05,0,0
CYI,2020-03-05,0,0
TNN,2020-03-05,0,0
KHH,2020-03-05,0,0
PIF,2020-03-05,0,0
ILA,2020-03-05,0,0
HUA,2020-03-05,0,0
TTT,2020-03-05,0,0
PEN,2020-03-05,0,0
KIN,2020-03-05,0,0
LIE,2020-03-05,0,0
TW,2020-03-05,1,10
KEE,2020-03-06,0,0
NWT,2020-03-06,0,0
TPE,2020-03-06,0,0
TAO,2020-03-06,1,8
HSZ,2020-03-06,0,0
HSQ,2020-03-06,0,0
MIA,2020-03-06,0,0
TXG,2020-03-06,0,0
CHA,2020-03-06,0,0
NAN,2020-03-06,0,0
YUN,2020-03-06,0,0
CYQ,2020-03-06,0,0
CYI,2020-03-06,0,0
TNN,2020-03-06,0,0
KHH,2020-03-06,0,0
PIF,2020-03-06,0,0
ILA,2020-03-06,0,0
HUA,2020-03-06,0,0
TTT,2020-03-06,0,0
PEN,2020-03-06,0,0
KIN,2020-03-06,0,0
LIE,2020-03-06,0,0
TW,2020-03-06,1,8
KEE,2020-03-07,0,0
NWT,2020-03-07,0,0
TPE,2020-03-07,0,0
TAO,2020-03-07,0,0
HSZ,2020-03-07,0,0
HSQ,2020-03-07,0,0
MIA,2020-03-07,0,0
TXG,2020-03-07,0,0
CHA,2020-03-07,0,0
NAN,2020-03-07,0,0
YUN,2020-03-07,0,0
CYQ,2020-03-07,0,0
CYI,2020-03-07,0,0
TNN,2020-03-07,0,0
KHH,2020-03-07,0,0
PIF,2020-03-07,0,0
ILA,2020-03-07,0,0
HUA,2020-03-07,0,0
TTT,2020-03-07,0,0
PEN,2020-03-07,0,0
KIN,2020-03-07,0,0
LIE,2020-03-07,0,0
TW,2020-03-07,0,0
KEE,2020-03-08,0,0
NWT,2020-03-08,0,0
TPE,2020-03-08,0,0
TAO,2020-03-08,0,0
HSZ,2020-03-08,0,0
HSQ,2020-03-08,0,0
